,Coefficient
TMPPP,0.0004829257920871858
DHQTi,0.0004829107398237355
DHORD2,0.0004724820434243162
ACOAD1fr,0.000471264260667335
ECOAH3,0.0004592091995327812
ECOAH2,0.0004579868790283283
ECOAH1,0.0004577818395586171
PPA,0.0004322240198029055
ALAR,0.0004296323210887131
ACACT5r,0.0003795711619343484
ECOAH5,0.0003790346283247932
ACACT4r,0.0003759401277661051
ACOAD5f,0.0003461775095926797
ACOAD4f,0.000343962223068781
ACACT6r,0.0003364987142288088
ACACT7r,0.0003316803259738694
ECOAH7,0.0003234055656865615
HACD5,0.0003172030278974806
HACD4,0.0003163707711611976
RNTR2c2,0.0003140926624835824
RNTR3c2,0.000313187882747239
ECOAH4,0.0003096363984393435
ACOAD6f,0.0003003747895877002
FADRx,0.0002972141394571498
5DOAN,0.0002866404619772659
HACD7,0.0002746091832882211
HACD6,0.000268012224915392
ECOAH6,0.000266944920978587
OPHHX3,0.0002600049822382248
FACOAE161,0.0001456418647833205
AACPS4,0.0001268012539349867
CTECOAI7,0.000117943428790617
PPM,-0.0002627906183167113
MGSA,-0.0003016095024504456
PPCK,-0.0003017329935416835
GLYOX3,-0.0003031020449672136
LDH_D,-0.0003154877687342271
NDPK2,-0.0003489034032329859
FE3HOXR2,-0.0004189931788755091
4PCPpp,-0.0004939391511672657
NDPK3,-0.0005057715609139126
NDPK4,-0.0005057957885694468
NDPK1,-0.0005059023500570748
DHORDfum,-0.000554002432848736
PPS,-0.0006685041575320726
SERD_L,-0.0006685138529788472
CYANSTpp,-0.0008421598065193268
GDPMNH,-0.000985410153325395
MN6PP,-0.0009854114008782183
PMANM,-0.0009859619803239826
GLYAT,-0.001011573232917008
THRD,-0.001011705491780763
FE3HOXR3,-0.001046723402075027
ACPPAT161,-0.001098519793593684
APG3PAT160,-0.001098529356850545
APG3PAT161,-0.001098538916924992
ACPPAT160,-0.001098618207515082
ICL,-0.001940192061600933
MALS,-0.001943639998917451
HXAND,-0.002148654947308218
NTD11,-0.002148688798505223
XPPT,-0.002149172692288849
PUNP5,-0.002149268049750787
THRA,-0.002431522295741811
DAPAL,-0.003069762382185729
ALCD19,-0.003824695085677139
GAPP,-0.003824740840068084
GLYK,-0.003824778883767923
GCALDD,-0.003941469622086941
GLYCTO2,-0.003941867067402574
EDD,-0.004214890379299646
EDA,-0.004214892224754493
GART,-0.004547665348055883
FTHFLi,-0.006048088845551863
R1PK,-0.007835008194968523
R15BPK,-0.007835011788049644
